fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,July,05,BIHAR,0546,LAKHISARAI,2004968,244.908443591297,32,55,1321.624354562,1316,4,14082,2837860,409729,26226,42890,2922,29.44667,8301.22978186198,86146,92985,126222,149579,17,240757,288391,15398,6950.15875729998,1504361,65,43.31,72.65,100.19,NA
2025-2026,July,05,BIHAR,0503,BHOJPUR,1944594,259.554980808191,31,73,1439.2766463,4652,2,32013,2683697,435457,43617,21249,2354,52.23339,8457.1792696,85563,90870,186693,211101,30,628671,869363,36665,6965.6692333,1302373,76,42.93,73.37,100.33,NA
2025-2026,July,05,BIHAR,0508,NAWADA,4613631,247.331249497365,31,547,5436.118393398,3136,5,27759,5177714,1430068,98593,31290,2909,21.88342,18264.106544998,162662,165441,316353,331356,16,662283,690928,30895,12806.1047316,2963438,56,25.68,43.63,100.58,NA
2025-2026,July,05,BIHAR,0510,SIWAN,2420839,250.321683597877,36,137,2458.1626175,8503,11,23286,2871226,471897,36879,198351,13372,70.4959,9715.95978059998,79297,81620,176340,192524,28,470143,549238,31789,7187.30126309998,1788800,81,41.49,62.84,100.92,NA
2025-2026,July,05,BIHAR,0522,MADHEPURA,2219575,246.05373464397,31,92,2960.603161985,6058,10,27359,2399953,440366,52357,26008,2579,52.95235,8918.729498185,75899,87179,182077,245249,27,494541,685813,33417,5905.1739862,1399017,85,36.08,60.02,100.13,NA
2025-2026,July,05,BIHAR,0524,KATIHAR,4066865,253.06847512815,29,180,4981.46828637702,6876,7,36724,4324829,566780,52967,243520,20343,37.34788,15963.594968577,148789,170114,316067,408217,22,689332,925561,43600,10944.7788022,2639576,79,58.39,64.44,100.19,NA
2025-2026,July,05,BIHAR,0526,MUNGER,3112312,244.581279699553,36,295,3164.015117193,2154,5,14034,3086873,326330,18893,84504,4279,33.4779,10747.406503293,85085,91807,136098,159709,15,249113,292683,16188,7549.9134861,1599537,56,56.73,70.81,100.04,NA
2025-2026,July,05,BIHAR,0527,BHAGALPUR,2716049,259.33888121322,36,133,2397.0536847,4717,4,31624,3887899,603508,38966,154024,9321,57.59304,12537.480494,107171,121510,198513,248528,44,528731,739273,36341,10082.8337693,2095280,79,55.62,67.26,101.39,NA
2025-2026,July,05,BIHAR,0547,Sheikhpura ,927177,237.974971080477,31,184,888.67783247,1369,5,6858,932588,136934,14637,4509,298,19.56164,3127.56549577,29446,30718,62214,69158,6,140719,153266,8227,2219.3260233,509698,54,25.66,72.64,100.77,NA
2025-2026,July,05,BIHAR,0551,ARWAL,1083351,246.363558755688,28,154,1260.565912785,2224,1,9329,1408970,171555,16084,5986,604,21.76294,4753.51748658501,49183,53340,89928,103830,11,185054,211983,11553,3471.18863380001,742188,60,52.21,70.78,101.36,NA
2025-2026,July,05,BIHAR,0503,BHOJPUR,1944594,259.766722281564,31,73,1437.9560889,4548,2,32045,2680337,435174,43619,21242,2356,52.08335,8452.6630099,85516,90812,186655,211056,30,628608,869296,36593,6962.623571,1300653,76,43,73.49,100.33,NA
2025-2026,July,05,BIHAR,0506,JEHANABAD,2452817,238.688832243124,40,194,1490.785732079,1885,5,9791,3827372,1152338,52324,31255,1144,21.14676,10647.4420244793,94148,113632,126001,168376,141,231002,309272,11676,9135.50953240029,2099123,44,29.05,92.41,100.27,NA
2025-2026,July,05,BIHAR,0516,VAISHALI,3930126,238.97390144188,30,97,5081.10776100699,10887,12,43963,4112477,734613,63946,29347,1840,69.06946,14977.923953807,133392,136161,278816,291678,14,822152,850853,54850,9827.7467328,2457383,85,72.03,66.82,100.73,NA
2025-2026,July,05,BIHAR,0520,MADHUBANI,3343758,241.729181217006,31,171,3438.251193538,7796,11,60059,3805868,475303,63410,11106,1138,84.33831,12722.483058138,122187,133277,293746,365944,11,1069164,1439511,67855,9199.89355460002,2625188,86,25.4,44.97,101.4,NA
2025-2026,July,05,BIHAR,0524,KATIHAR,4066865,252.428192341871,28,180,4927.54322277702,6717,7,36852,4309930,565095,52968,242272,20346,37.34788,15844.369492977,148636,169934,316049,408188,21,689305,925520,43569,10879.4783902,2630372,79,58.46,64.45,100.19,NA
2025-2026,July,05,BIHAR,0541,ARARIA,2955541,252.192130090752,32,113,4889.435923115,11542,7,41058,3466580,246784,49068,23597,4829,55.09427,13686.972136415,106602,123786,278478,374383,42,732978,1008039,52600,8742.44194329999,2210672,79,18.46,24.24,100.04,NA
2025-2026,July,05,BIHAR,0545,BANKA ,2371296,238.604328288521,28,131,1881.614047864,4802,3,21183,2338772,357545,38166,85233,11917,29.13561,7491.160878664,81251,91415,171922,225023,8,520189,660451,25985,5580.4112208,1366346,71,57.54,76.56,100.75,NA
2025-2026,July,05,BIHAR,0506,JEHANABAD,2452817,238.683130330621,40,194,1591.782464747,2032,5,9649,3829883,1152911,52325,31255,1144,21.14676,10754.2138571473,94149,113634,126002,168378,141,231011,309284,11681,9141.28463240028,2100651,44,29.05,92.36,100.27,NA
2025-2026,July,05,BIHAR,0510,SIWAN,2420839,250.184162179643,36,137,2458.1859463,8977,11,22818,2884986,472665,36881,198698,13375,70.4959,9746.45989939998,79399,81729,176373,192555,30,470207,549304,31795,7217.77805309998,1798107,81,41.5,62.79,100.92,NA
2025-2026,July,05,BIHAR,0513,PURBI CHAMPARAN,6243533,244.075586217681,34,217,7443.439087615,11665,15,73819,8032059,1163347,100031,120934,9626,71.46717,27119.201347215,233191,251758,467594,571582,71,1203351,1527923,85484,19604.2950896,4876645,72,48.51,56.64,100.68,NA
2025-2026,July,05,BIHAR,0515,MUZAFFARPUR,4863045,247.538144936216,33,233,5380.37347375302,2477,23,34202,5741091,988994,74811,66378,4279,136.01751,19727.7811442531,169514,192274,323148,406135,74,913360,1175101,36679,14211.3901605,3193393,66,45.8,79.96,100.59,NA
2025-2026,July,05,BIHAR,0541,ARARIA,2955541,251.879092987126,32,113,4899.020328015,13055,7,39822,3519057,248651,49075,23839,4831,55.09427,13817.883451315,106885,124192,278623,374596,42,733039,1008114,52877,8863.76885329998,2245021,80,18.29,24,100.05,NA
2025-2026,July,05,BIHAR,0545,BANKA ,2371296,238.536106300085,28,131,1862.679348864,5230,3,20792,2349349,357937,38166,85366,11917,29.13561,7495.86058686399,81292,91474,171935,225039,9,520222,660493,26022,5604.04562799999,1372779,71,57.33,76.3,100.75,NA
2025-2026,July,05,BIHAR,0546,LAKHISARAI,2004968,244.818976754323,32,55,1321.624354562,1318,4,14079,2839797,409777,26226,42898,2922,29.44667,8303.43298186198,86145,92985,126222,149579,17,240768,288402,15397,6952.36195729998,1505819,65,43.28,72.61,100.19,NA
2025-2026,July,05,BIHAR,0503,BHOJPUR,1944594,259.711766170989,31,73,1473.1316688,4945,2,31621,2697655,435672,43588,21346,2353,52.38343,8531.6425445,85465,90770,186629,211020,30,628395,869077,36566,7006.1274457,1310561,77,42.72,72.91,100.33,NA
2025-2026,July,05,BIHAR,0508,NAWADA,4613631,247.378830710666,31,549,5438.618032398,3566,5,27351,5207103,1435077,98597,31404,2910,33.89956,18353.788107698,163008,165793,316506,331514,18,662322,690967,30917,12881.2705153,2981774,56,25.56,43.41,100.59,NA
2025-2026,July,05,BIHAR,0514,SITAMARHI,3882663,252.592510582551,31,160,4438.20349810998,8124,14,46855,3255595,709505,90387,18210,2799,58.44566,12720.03830301,103562,113934,274684,333686,24,794648,987727,54979,8223.38914490001,1880332,81,47.87,57.77,100.95,NA
2025-2026,July,05,BIHAR,0515,MUZAFFARPUR,4863045,247.798471722844,33,233,5429.57365475302,3254,22,33406,5759649,991959,74813,66405,4279,141.31521,19843.2110633531,169648,192437,323139,406129,74,913395,1175151,36660,14272.3221986,3202642,66,45.84,79.91,100.69,NA
2025-2026,July,05,BIHAR,0523,PURNIA,3940087,252.826238250578,30,47,4767.56370384001,7970,11,38978,3360378,325360,43771,60080,8941,60.06046,13323.54145224,111242,125697,259388,348238,32,659657,902821,46948,8495.9172884,2162750,87,34.45,36.25,100.5,NA
2025-2026,July,05,BIHAR,0524,KATIHAR,4066865,253.809188505528,29,180,5113.14654167702,7573,7,36052,4363628,570582,52958,245496,20332,37.34788,16225.783237877,149217,170601,316065,408216,22,689381,925619,43625,11075.2888162,2663538,79,58.21,64.38,100.19,NA
2025-2026,July,05,BIHAR,0527,BHAGALPUR,2716049,259.138195329234,37,133,2424.4087173,5402,4,31189,4013347,620953,38992,158289,9335,59.58471,12884.1084154,107845,122320,198719,248789,44,528944,739502,36591,10400.1149881,2160309,79,55.33,66.93,101.53,NA
2025-2026,July,05,BIHAR,0542,KISHANGANJ,2933027,251.617696866727,34,146,1889.48706000001,8720,0,26991,3919352,272588,21535,79640,7282,36.84304,11788.1133345,115027,124459,203863,244506,127,374156,479073,35711,9861.78323450002,2696681,79,12.72,46.48,100.02,NA
2025-2026,July,05,BIHAR,0546,LAKHISARAI,2004968,245.151982689701,33,55,1335.773926962,1474,4,13936,2844434,410010,26228,42898,2922,29.44667,8338.40694426198,86159,93002,126229,149588,17,240791,288427,15410,6973.18634729997,1508586,65,43.22,72.49,100.19,NA
2025-2026,July,05,BIHAR,0509,SARAN,3801441,249.23067663229,35,85,4203.601210348,9222,10,43369,4925733,553235,40179,64540,4620,45.60506,16525.643955348,138151,138723,290417,294551,20,715332,744120,52591,12276.437685,3079628,77,29.32,65.44,100.59,NA
2025-2026,July,05,BIHAR,0515,MUZAFFARPUR,4863045,248.08006690574,34,233,5454.39324071802,4502,22,31947,5784855,999951,74822,66548,4279,141.31521,19946.7806051181,169896,192727,323145,406184,75,913615,1175457,36449,14351.0721544,3218892,66,45.97,79.94,100.74,NA
2025-2026,July,05,BIHAR,0521,SAHARSA,6527864,252.826056915421,33,161,2579.966342602,7632,1,26804,6359331,828055,55149,16382,1157,55.26808,18713.280236102,192098,217359,296426,368835,29,520156,648678,34436,16078.0458135,3592596,88,30.28,90.41,100.07,NA
2025-2026,July,05,BIHAR,0541,ARARIA,2955541,252.853911701866,33,114,4916.974368615,15277,7,38613,3576814,250205,49079,23929,4833,62.00574,14023.094221915,107015,124395,278622,374584,44,733135,1008253,53890,9044.11411329998,2283884,80,18.25,23.78,100.05,NA
2025-2026,July,05,BIHAR,0543,SHEOHAR,919207,249.103353905493,32,13,1118.699572009,2065,0,11641,1030843,153455,14850,785,95,8.20779,3694.771848509,31797,39576,69314,97765,46,161973,215830,13706,2567.8644865,560431,73,53.04,59.49,101.11,NA
2025-2026,July,05,BIHAR,0505,AURANAGABAD,4153000,257.529649616432,34,167,3890.29634988502,9254,2,25557,4201995,1039942,102588,37730,2825,66.71489,14778.394240285,120161,132376,252661,320819,98,566291,728609,34811,10821.3830004,2193430,54,40.79,73.38,100.21,NA
2025-2026,July,05,BIHAR,0511,GOPALGANJ,2009413,259.452171924102,35,122,2068.44488715599,5747,4,16470,2042599,228916,21565,85144,6452,29.15271,7397.16506635599,56901,60861,124623,149348,32,348264,408769,22217,5299.5674692,1164366,49,42.02,62.46,100.02,NA
2025-2026,July,05,BIHAR,0513,PURBI CHAMPARAN,6243533,246.645761533511,34,218,7476.65300131499,13740,15,72159,8118625,1169759,100015,121950,9630,75.66959,27576.567048615,233411,252018,467434,571372,82,1203535,1528201,85899,20024.2444573,4934747,72,48.12,56.13,100.81,NA
2025-2026,July,05,BIHAR,0542,KISHANGANJ,2933027,251.955019046446,34,146,1941.82087930001,9218,0,26592,3929342,272690,21537,79750,7283,36.84304,11878.8383038,115062,124494,203900,244561,128,374161,479113,35810,9900.17438450002,2704263,79,12.73,46.45,100.02,NA
2025-2026,July,05,BIHAR,0550,JAMUI,4555116,244.523497936905,29,236,3797.49437969999,5344,1,21611,4826728,1086907,78820,206026,18427,60.24506,15660.2235812,165880,195071,260612,348999,8,459826,626893,26955,11802.4841415,2652728,65,35.7,91.93,101.29,NA
2025-2026,July,05,BIHAR,0508,NAWADA,4613631,247.453157509182,31,549,5438.618032398,3357,5,27557,5202338,1434123,98602,31437,2910,21.88342,18333.851097698,162921,165706,316465,331473,16,662307,690952,30914,12873.3496453,2978321,56,25.56,43.41,100.59,NA
2025-2026,July,05,BIHAR,0520,MADHUBANI,3343758,240.852336078851,31,176,3562.369934938,8693,11,60188,3939028,487243,63512,11453,1140,85.08831,13134.699201738,123877,135297,294702,367208,14,1069333,1439697,68881,9487.24095680003,2719745,86,25.26,44.47,101.37,NA
2025-2026,July,05,BIHAR,0523,PURNIA,3940087,252.680186434392,30,47,4767.33569144001,7690,11,39222,3343160,322933,43761,59701,8941,60.06046,13274.89907224,111057,125494,259278,348121,31,659640,902791,46912,8447.5029208,2152163,87,34.86,36.18,100.5,NA
2025-2026,July,05,BIHAR,0524,KATIHAR,4066865,253.871099897475,29,180,5097.78752607701,7489,7,36111,4343323,568059,52958,244238,20332,37.34788,16161.577278277,148971,170299,316054,408201,22,689370,925607,43600,11026.4418722,2651570,79,58.32,64.36,100.19,NA
2025-2026,July,05,BIHAR,0525,KHAGARIA,930349,242.048791473387,32,17,1215.938398507,2909,0,19571,1186966,134356,20369,5054,418,27.97989,4116.955146707,36081,37045,102786,114427,4,371046,445546,22480,2873.0368582,774886,85,18.76,27.58,101.19,NA
2025-2026,July,05,BIHAR,0544,SUPAUL,2187849,259.351356468162,36,97,2398.242331603,10411,7,20527,2798724,487173,67802,10682,1693,38.55622,9695.32720940299,76355,95518,183742,273981,66,539035,800266,30938,7258.5286578,1706583,81,12.36,31.92,100.15,NA
2025-2026,July,05,BIHAR,0546,LAKHISARAI,2004968,245.173407879311,32,55,1321.624354562,1318,4,14083,2842228,409875,26226,42898,2922,29.44667,8319.45827186198,86151,92991,126223,149580,17,240775,288411,15401,6968.38724729998,1507307,65,43.27,72.57,100.19,NA
2025-2026,July,05,BIHAR,0511,GOPALGANJ,2009413,259.126714415315,36,122,2076.49450255599,6291,4,15982,2055765,229818,21576,85427,6448,29.15271,7432.68351315599,56942,60910,124615,149345,32,348341,408860,22273,5327.0363006,1173673,49,42.03,62.27,100.02,NA
2025-2026,July,05,BIHAR,0514,SITAMARHI,3882663,254.204211217059,31,160,4447.35395180998,9764,14,45481,3309174,712764,90377,18298,2795,69.77582,12929.18943631,103672,114063,274687,333693,32,794745,987852,55245,8412.05966450001,1915251,81,47.3,56.61,101.28,NA
2025-2026,July,05,BIHAR,0516,VAISHALI,3930126,242.437085256625,31,99,5220.19675200698,15546,12,40380,4369678,786424,64166,30954,1852,92.32499,15906.241720307,136738,139569,279525,292406,21,822141,850864,55926,10593.7199783,2612815,85,71.68,66.17,101.18,NA
2025-2026,July,05,BIHAR,0522,MADHEPURA,2219575,249.27177253046,32,93,2961.87289538501,7991,10,26426,2457340,451836,52390,27298,2577,59.56665,9146.89452048501,76283,87613,182091,245264,27,494829,685949,34417,6125.4549751,1433765,86,37.21,60.41,100.12,NA
2025-2026,July,05,BIHAR,0525,KHAGARIA,930349,242.973640712821,33,17,1216.286318507,4591,0,19014,1232624,136823,20371,5175,418,30.11532,4241.353047607,36660,37634,102953,114608,7,371250,445766,23605,2994.9514091,806271,85,19.57,28.35,101.59,NA
2025-2026,July,05,BIHAR,0551,ARWAL,1083351,245.804434936563,29,155,1263.698099455,2558,1,9234,1432963,173323,16089,6066,604,26.70142,4812.68612445501,49235,53402,89952,103859,16,185128,212065,11792,3522.28660500002,757064,61,51.29,69.52,101.46,NA
2025-2026,Aug,05,BIHAR,0504,ROHTAS,3144634,244.919771829003,32,166,3071.659523178,4393,15,18493,3383778,712974,69055,43302,5011,74.6748,11433.875679978,104912,115477,209475,260575,67,471701,594524,22886,8287.5413568,1503463,39,38.27,85.65,100.83,NA
2025-2026,Aug,05,BIHAR,0507,GAYA,7220932,265.723046251639,29,285,6044.536376962,11848,8,47499,6838309,1737981,170941,52212,4118,69.26131,24284.760673862,233812,244896,462301,516862,35,1079683,1371232,59347,18170.9629869,3892642,39,51.97,87.71,101.2,NA
2025-2026,Aug,05,BIHAR,0508,NAWADA,4768373,248.433393505356,32,549,5439.637618598,4531,5,26627,5236376,1438141,98613,31308,2910,46.81975,18495.363962098,163301,166089,316602,331605,29,662063,690674,31158,13008.9065935,2999984,56,25.48,43.28,100.65,NA
2025-2026,Aug,05,BIHAR,0515,MUZAFFARPUR,4944107,249.38921154486,34,234,5454.39324071802,5592,22,30813,5801370,1002921,74751,66587,4279,141.48241,20063.8665525181,170103,192968,322974,405956,83,910980,1172660,36405,14467.9909018,3226621,66,46.05,79.93,101.07,NA
2025-2026,Aug,05,BIHAR,0517,BEGUSARAI,2170707,259.806893305558,38,55,2510.3274433,12441,40,35860,2482716,169827,28907,2384,328,86.38582,9046.9805725,64405,69038,171728,214796,49,602074,760014,48301,6450.26730920001,1695432,83,18.3,23.75,101.53,NA
2025-2026,Aug,05,BIHAR,0518,SAMASTIPUR,5939036,253.077884029348,32,207,6567.53078038399,20488,38,55519,5306515,1035085,109776,18124,1927,140.35922,20137.505878084,164419,171785,412444,468310,21,1041771,1183002,76007,13429.6158777,3382246,64,33.44,38.18,101,NA
2025-2026,Aug,05,BIHAR,0522,MADHEPURA,2434196,249.161452464114,32,93,2961.87289538501,8325,10,26276,2477686,454670,52381,27388,2579,59.56665,9194.87797048501,76500,87845,182197,245383,28,494858,685986,34601,6173.4384251,1444444,86,36.22,59.58,100.12,NA
2025-2026,Aug,05,BIHAR,0523,PURNIA,4283942,254.144884090699,30,51,4802.47564944001,9910,11,38676,3455331,336691,43779,62428,8945,61.82191,13645.84452434,112073,126652,259475,348353,49,659763,903007,48586,8781.54696489999,2228011,87,34.62,35.43,100.89,NA
2025-2026,Aug,05,BIHAR,0524,KATIHAR,4390118,254.113836706218,29,180,5168.71933457702,9155,7,34658,4404687,573894,52968,246977,20349,41.45565,16403.094115177,149612,171086,316174,408408,31,689563,925863,43813,11192.9191306,2687446,79,58.28,64.17,100.2,NA
2025-2026,Aug,05,BIHAR,0543,SHEOHAR,1034022,250.096331031121,32,13,1118.699572009,2576,0,11153,1037842,153730,14852,785,95,8.20779,3722.512125909,31793,39575,69316,97766,47,161986,215845,13729,2595.6047639,564855,73,52.25,59.75,101.15,NA
2025-2026,Aug,05,BIHAR,0544,SUPAUL,2286063,259.892768567775,37,97,2454.12773782,12437,7,18898,2850705,492239,67821,10880,1695,47.12373,9910.02761602,76644,95855,183862,274144,76,539187,800514,31335,7408.7761482,1739533,81,12.79,32.09,100.15,NA
2025-2026,Aug,05,BIHAR,0547,Sheikhpura ,962912,240.105743661187,32,184,892.57996607,1854,5,6554,951085,138450,14641,4574,298,23.4224,3199.61207817,29534,30808,62230,69173,14,140729,153275,8408,2283.6097121,522413,54,25.26,71.42,100.78,NA
2025-2026,July,05,BIHAR,0503,BHOJPUR,1944594,259.875313360029,31,73,1562.940615968,5930,2,31199,2705578,436094,43578,21393,2353,54.76251,8648.832431668,85553,90860,186640,211033,30,627616,868287,37129,7031.1293057,1315721,77,42.6,72.7,100.33,NA
2025-2026,July,05,BIHAR,0505,AURANAGABAD,4153000,257.274920725468,35,168,3896.23350068502,9796,2,25207,4219451,1041865,102596,37861,2825,73.5184,14825.341115985,120272,132504,252704,320886,100,566304,728632,35003,10855.5892153,2202935,54,40.64,73.1,100.22,NA
2025-2026,July,05,BIHAR,0515,MUZAFFARPUR,4863045,248.17597099674,34,233,5454.39324071802,4703,22,31644,5792728,1001838,74823,66557,4280,141.48241,19972.0346119181,170024,192880,323114,406148,81,913667,1175520,36347,14376.1589612,3223343,66,46.02,79.96,100.74,NA
2025-2026,July,05,BIHAR,0517,BEGUSARAI,1985944,260.978383796323,37,55,2510.3274433,10995,40,37073,2406318,165734,28815,2337,328,86.38582,8876.68308870001,63732,68311,171380,214321,40,601973,759877,48068,6279.96982540001,1644006,83,17.91,23.52,101.51,NA
2025-2026,July,05,BIHAR,0521,SAHARSA,6527864,253.104807822623,33,161,2579.966342602,7766,1,26762,6352907,826934,55126,16382,1157,55.26808,18714.747476102,191833,217057,296336,368734,29,520173,648697,34528,16079.5130535,3588767,88,30.31,90.41,100.07,NA
2025-2026,July,05,BIHAR,0527,BHAGALPUR,2716049,260.179086095168,37,132,2435.1067202,6061,4,30681,4075490,625706,38988,158853,9337,64.00393,13102.6832861,108113,122644,198783,248873,46,529046,739619,36742,10603.5726359,2196939,80,54.79,66.27,101.73,NA
2025-2026,July,05,BIHAR,0547,Sheikhpura ,927177,238.706846976915,31,184,892.57996607,1605,5,6740,943374,138087,14641,4574,298,23.4224,3167.90069667,29492,30766,62220,69164,8,140728,153275,8345,2251.8983306,517168,54,25.42,72.01,100.77,NA
2025-2026,Aug,05,BIHAR,0518,SAMASTIPUR,5939036,253.294731690323,32,207,6567.53078038399,19830,38,56070,5281770,1032639,109745,18009,1926,140.35922,20086.335150384,164238,171599,412315,468173,20,1041681,1182908,75900,13378.44515,3366073,64,33.37,38.14,101,NA
2025-2026,Aug,05,BIHAR,0527,BHAGALPUR,2862526,260.711589886117,37,135,2435.1067202,7626,4,30091,4099237,627068,38991,158441,9336,65.37919,13187.6718661,108379,122965,198949,249091,46,529132,739760,37717,10687.1859559,2210346,80,54.67,66.04,101.91,NA
2025-2026,Aug,05,BIHAR,0550,JAMUI,4608605,245.229628392333,29,236,3797.49437969999,5932,1,21071,4839405,1087420,78822,206508,18422,60.24506,15725.3943376,165935,195113,260598,348972,9,459892,626959,27003,11867.6548979,2658731,65,35.82,91.77,101.44,NA
2025-2026,Aug,05,BIHAR,0507,GAYA,7220932,263.587947931463,29,287,6044.520756962,10432,8,48755,6876091,1750375,170980,52597,4119,69.26131,24238.329231762,235896,247279,462401,516968,33,1079625,1371170,59187,18124.5471648,3913178,39,52.18,87.98,101.17,NA
2025-2026,Aug,05,BIHAR,0509,SARAN,4123765,249.486859104689,35,87,4203.60121034799,9619,10,43443,4923386,552766,40187,64479,4619,45.60506,16532.407363348,138121,138691,290503,294637,20,715492,744284,53062,12283.201093,3077387,77,29.33,65.46,100.59,NA
2025-2026,Aug,05,BIHAR,0510,SIWAN,2683474,251.026501394108,36,137,2458.1937863,10661,11,21300,2933417,475739,36879,200308,13369,70.4959,9892.34375269998,79559,81897,176375,192557,38,470817,549907,31961,7363.65406639999,1828671,81,41.29,62.1,101.05,NA
