fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,July,05,BIHAR,0544,SUPAUL,2187849,259.241754425011,34,93,26.31804,7594,7,22827,2493666,431509,67338,9970,1693,37.67372,6528.6152479,72242,90229,182618,272135,50,538814,799875,30421,6464.6234879,1515311,80,11.4,32.02,100,NA
2025-2026,July,05,BIHAR,0546,LAKHISARAI,2004968,245.141024543464,32,54,11.46823,933,4,14208,2783796,406609,26224,42484,2920,28.03314,6863.72740559998,85718,92482,126094,149431,12,240514,288138,15141,6824.22603559998,1466458,64,44.3,74.41,100.18,NA
2025-2026,July,05,BIHAR,0548,BUXAR ,2387070,245.320163566571,29,63,25.60682,3048,6,16698,2265683,534192,42050,73585,5496,6.54916,5590.3332215,76035,79324,146957,160264,7,338696,366931,19746,5558.1772415,1178318,65,77.04,83.14,100.29,NA
2025-2026,July,05,BIHAR,0549,KAIMUR (BHABUA),2201101,248.181581480287,29,413,19.20327,1337,1,13951,2229797,563972,58886,122323,11085,34.56299,5587.7117184,75574,86304,155956,205111,13,332154,427912,15288,5533.9454584,1077354,39,66.18,88.31,100.29,NA
2025-2026,July,05,BIHAR,0505,AURANAGABAD,4153000,257.61402513792,29,158,6.7342,5444,2,28796,3250070,809094,102047,28964,2800,0,8379.37034679999,111239,122123,250968,318540,38,565704,727650,34240,8372.63614679999,1694149,53,42.49,75.35,100.19,NA
2025-2026,July,05,BIHAR,0513,PURBI CHAMPARAN,6243533,249.425380558902,29,193,0,7740,15,75843,6102104,903599,98781,96082,9565,0,15220.1961241,209880,225654,461560,563824,17,1202745,1527095,83583,15220.1961241,3688102,71,49.29,57.22,100.44,NA
2025-2026,July,05,BIHAR,0523,PURNIA,3940087,257.153958762039,26,47,0,4492,11,40998,2651392,238983,43316,40261,8725,13.86615,6832.0256403,99120,111881,256034,343650,9,659257,902151,45490,6818.1594903,1701713,87,32.46,43.15,100.48,NA
2025-2026,July,05,BIHAR,0525,KHAGARIA,930349,245.555111540276,27,14,1.29973,1693,0,20417,896313,103584,20192,3983,417,0,2202.24211689999,32587,33432,101592,113147,1,370618,445099,22110,2200.94238689999,584932,85,17.01,24.43,101.32,NA
2025-2026,July,05,BIHAR,0548,BUXAR ,2387070,248.40417987785,28,62,3.74856,2703,6,16981,2109387,496736,41942,69034,5480,0,5243.55403779999,74082,77259,146572,159835,6,338120,366320,19684,5239.80547779999,1096079,65,77.34,82.92,100.29,NA
2025-2026,July,05,BIHAR,0506,JEHANABAD,2452817,239.125874407154,40,194,17.06224,1574,5,10074,3802159,1148074,52326,31077,1144,8.41682,9117.42501510029,94095,113571,125995,168367,138,230914,309173,11648,9091.94595510029,2085377,44,29.07,92.97,100.22,NA
2025-2026,July,05,BIHAR,0511,GOPALGANJ,2009413,259.869672729322,32,101,28.05459,2261,4,19650,1721083,193671,21495,72505,6436,23.20931,4523.8366595,53708,57290,123998,148558,15,347776,408214,21911,4472.5727595,977918,48,41.62,62.54,100.02,NA
2025-2026,July,05,BIHAR,0514,SITAMARHI,3882663,249.085829249403,27,149,19.65852,3927,14,49933,2588805,562670,90199,14848,2787,37.85532,6505.86024189999,94098,103049,273952,332482,8,794841,987930,53860,6448.34640189999,1501453,80,48.16,57.62,100.41,NA
2025-2026,July,05,BIHAR,0515,MUZAFFARPUR,4863045,252.70511466772,30,222,47.75104,1675,25,34118,4691861,813210,73996,55710,4252,136.01751,12040.3412701,154919,174711,320004,401883,23,912629,1174155,35793,11856.5727201,2610099,66,47.18,80.25,100.32,NA
2025-2026,July,05,BIHAR,0518,SAMASTIPUR,5462069,252.359560742588,27,194,56.75653,10762,38,62520,3966558,761922,108602,13376,1930,98.23284,10164.9777154,144390,150478,407825,463139,7,1040019,1181062,73282,10009.9883454,2532484,63,29.7,34.83,100.35,NA
2025-2026,July,05,BIHAR,0522,MADHEPURA,2219575,242.44323824059,28,79,23.908,3605,10,29080,1949290,351127,52223,20337,2584,50.57866,4800.4084587,69425,79559,181256,244092,6,494366,685601,32685,4725.9217987,1135242,85,32.63,56.5,100.13,NA
2025-2026,July,05,BIHAR,0525,KHAGARIA,930349,244.133423191575,28,14,21.69428,1693,0,20460,932580,106664,20228,4198,418,27.85989,2326.29364799999,33015,33871,101795,113356,1,370657,445142,22153,2276.73947799999,608905,85,17.05,24.97,101.28,NA
2025-2026,July,05,BIHAR,0547,Sheikhpura ,927177,230.74239249346,29,185,15.31263,704,5,7449,855041,126673,14596,3972,298,14.31698,2002.57167020001,28867,30110,62046,68981,6,140676,153222,8153,1972.94206020001,465174,54,26.61,74.75,100.17,NA
2025-2026,June,05,BIHAR,0503,BHOJPUR,1720136,254.283681249805,30,70,0.42124,3183,2,33265,2596629,427149,43744,19935,2354,0,6603.22504959999,84902,90248,187080,211503,28,627881,868554,36448,6602.80380959999,1259604,77,43.53,74.49,100.08,NA
2025-2026,June,05,BIHAR,0504,ROHTAS,2832155,243.18086068109,31,165,0,2392,16,20415,3254167,690190,68962,40872,5003,0.30188,7913.8131986,104020,114443,209150,260165,51,471327,594108,22807,7913.5113186,1441242,39,38.73,87.37,100.41,NA
2025-2026,June,05,BIHAR,0509,SARAN,3271298,252.652086206594,30,83,0.00105,3286,11,46333,3877708,441228,39819,51089,4601,0,9797.11120899999,125670,126132,286956,290999,3,713584,742341,49619,9797.11015899999,2409736,76,30.42,67.5,100.19,NA
2025-2026,June,05,BIHAR,0511,GOPALGANJ,1798472,260.652580594446,31,98,0,2238,4,19633,1672851,188162,21453,70458,6417,0,4360.329301,53150,56682,123777,148286,11,347738,408173,21871,4360.329301,948808,48,41.55,62.38,100.02,NA
2025-2026,June,05,BIHAR,0515,MUZAFFARPUR,4707600,253.29602361885,29,217,0,1575,25,33907,4579732,797244,73764,54504,4240,0,11600.2790484,152811,172267,318825,400490,21,912501,1173963,35482,11600.2790484,2548880,66,47.57,80.11,100.32,NA
2025-2026,June,05,BIHAR,0516,VAISHALI,3221965,244.311589920497,27,81,0,8208,12,44873,3049555,497096,62210,19961,1796,0,7450.416306,111185,113425,271706,284354,2,821829,850526,53081,7450.416306,1826245,85,69.56,66.3,100.59,NA
2025-2026,June,05,BIHAR,0518,SAMASTIPUR,4865864,252.721332628887,26,194,0,10074,38,63019,3851725,740707,108548,12885,1929,0,9734.13074920001,142914,148909,407661,462956,7,1039869,1180905,73093,9734.13074920001,2458799,64,29.65,34.7,100.36,NA
2025-2026,June,05,BIHAR,0523,PURNIA,3137397,257.153958762039,26,47,0,4492,11,40998,2651392,238983,43316,40261,8725,13.86615,6832.0256403,99120,111881,256034,343650,9,659257,902151,45490,6818.1594903,1701713,87,32.46,43.15,100.48,NA
2025-2026,June,05,BIHAR,0527,BHAGALPUR,2263728,266.163150098418,30,118,0,2754,4,33056,3001484,465818,38417,122520,9248,0,7988.84436410001,99020,111752,196069,245371,5,528241,738699,35810,7988.84436410001,1613843,80,57.05,68.07,101.23,NA
2025-2026,June,05,BIHAR,0543,SHEOHAR,841308,247.791294137902,30,13,0.06195,1267,0,12224,871275,131566,14664,758,98,0,2159.00554800001,28602,35490,68405,96613,20,161923,215764,13491,2158.94359800001,474195,73,54.49,61.6,100.8,NA
2025-2026,June,05,BIHAR,0544,SUPAUL,1959377,257.940285613938,33,93,1.39547,7155,7,23180,2425862,419040,67247,9738,1693,0,6258.6708414,71451,89170,182356,271717,48,538773,799873,30335,6257.2753714,1473621,80,11.33,31.92,100,NA
2025-2026,June,05,BIHAR,0545,BANKA ,2267798,235.027142568245,27,131,1.10331,3083,3,22810,2200483,346314,38160,81295,11879,0,5172.8356276,80309,90268,171773,224817,3,519798,659988,25893,5171.7323176,1283951,71,59.33,78.63,100.69,NA
2025-2026,June,05,BIHAR,0547,Sheikhpura ,821562,237.517205636843,28,182,0,676,5,7459,823014,121316,14556,3709,298,0,1954.7998548,28473,29704,61905,68836,4,140671,153217,8135,1954.7998548,448002,54,27.17,74.58,100.17,NA
2025-2026,June,05,BIHAR,0549,KAIMUR (BHABUA),2023657,251.011344147485,28,396,0,1273,1,13940,2123822,537961,58591,116939,11055,0,5331.0341495,73738,84061,155207,204130,13,332099,427842,15213,5331.0341495,1026690,39,65.96,88.28,100.3,NA
2025-2026,July,05,BIHAR,0501,PATNA,2803371,247.916225924434,31,164,46.4642,3844,4,30296,3032120,433795,44467,12938,1222,53.74618,7617.32784949994,97369,101184,220863,244467,10,737757,812044,34140,7517.11746949994,1630416,55,37.71,61.77,100.8,NA
2025-2026,July,05,BIHAR,0504,ROHTAS,3013613,244.550149664687,31,166,18.05344,2493,16,20335,3317349,703521,69040,43156,5013,57.55393,8188.1893144,104693,115218,209391,260472,53,471352,594121,22828,8112.5819444,1471102,39,38.57,87.04,100.4,NA
2025-2026,July,05,BIHAR,0510,SIWAN,2420839,247.193706991906,33,136,23.75991,3991,11,27169,2563035,422170,36735,177582,13344,70.4959,6429.917038,76269,78401,175655,191783,20,469941,549018,31160,6335.661228,1599296,81,41.63,62.83,100.6,NA
2025-2026,July,05,BIHAR,0525,KHAGARIA,930349,242.707807215952,28,14,21.69428,1730,0,20461,972207,111160,20245,4262,418,27.85989,2409.17646129999,33561,34433,101941,113510,1,370662,445149,22191,2359.62229129999,634306,85,17.01,25.29,101.23,NA
2025-2026,July,05,BIHAR,0548,BUXAR ,2387070,246.106124100256,30,64,25.60682,3179,6,16584,2291486,541147,42088,74255,5501,25.11054,5690.2047389,76381,79688,147048,160364,8,338758,366993,19763,5639.4873789,1192102,65,77.11,83.2,100.28,NA
2025-2026,July,05,BIHAR,0507,GAYA,6656417,255.552796802817,28,291,571.9242058,4663,8,53646,6690014,1716836,171287,51471,4118,66.85544,17735.2975293,236268,247665,463363,517980,15,1078618,1369907,58309,17096.5178835,3803901,38,52.05,89.65,100.77,NA
2025-2026,July,05,BIHAR,0510,SIWAN,2420839,246.181694353884,34,136,1627.5205921,4185,11,27014,2658146,439982,36784,183801,13354,70.4959,8241.88535329998,77237,79443,175898,192032,25,469979,549060,31199,6543.86886119999,1656460,81,41.83,63.07,100.66,NA
2025-2026,July,05,BIHAR,0515,MUZAFFARPUR,4863045,243.791359175909,32,227,755.210059143999,1734,24,34558,5158361,884306,74372,61999,4272,136.01751,13466.865962244,161033,181847,321767,404078,35,912958,1174583,36292,12575.6383931,2869975,66,45.83,80.17,100.33,NA
2025-2026,July,05,BIHAR,0516,VAISHALI,3930126,238.32163670582,28,83,2406.700517478,9436,12,44293,3464911,582387,62941,23958,1808,69.06946,10733.402583078,120373,122825,274459,287168,6,821915,850586,53729,8257.63260559999,2072679,85,70.11,65.7,100.57,NA
2025-2026,July,05,BIHAR,0518,SAMASTIPUR,5462069,251.216523492988,28,197,848.4884021,11870,38,61546,4247778,822353,108900,14215,1928,128.91265,11648.5212694,149294,155658,409047,464470,9,1040464,1181551,73416,10671.1202173,2712154,63,30.38,35.43,100.33,NA
2025-2026,July,05,BIHAR,0522,MADHEPURA,2219575,244.674518301244,29,82,1361.500734098,3992,10,28775,2091224,379219,52230,21755,2581,52.95235,6531.145332698,71732,82251,181462,244384,9,494409,685652,32767,5116.6922486,1216840,85,33.69,57.96,100.12,NA
2025-2026,July,05,BIHAR,0523,PURNIA,3940087,251.82641441906,27,47,3943.42409920001,4647,11,41243,2897748,266075,43435,48582,8891,59.8354,11300.5543865,103966,117365,257237,345311,11,659433,902457,45890,7297.29488730001,1864368,87,35.36,40.3,100.48,NA
2025-2026,July,05,BIHAR,0524,KATIHAR,4066865,251.364532300555,27,173,464.142533044,5070,7,37927,3870723,507099,52795,214088,20232,37.34788,10231.115178644,140921,161074,314955,406732,12,689264,925492,42997,9729.6247656,2363832,78,57.83,64.08,100.21,NA
2025-2026,July,05,BIHAR,0526,MUNGER,3112312,242.377654424273,35,298,1028.753180045,1839,5,14271,3009760,318727,18885,83293,4274,33.4779,8357.216771845,84751,91433,135969,159553,13,248901,292458,16110,7294.9856918,1557279,56,56.83,71,100.03,NA
2025-2026,July,05,BIHAR,0547,Sheikhpura ,927177,235.11398720447,30,184,239.854970525,804,5,7354,879057,129784,14612,3952,298,14.31698,2320.95791302499,28981,30236,62086,69022,6,140686,153232,8158,2066.7859625,479306,54,26.72,74.32,100.17,NA
2025-2026,July,05,BIHAR,0503,BHOJPUR,1944594,259.866664161492,31,73,1410.5789149,4396,2,32172,2674464,434915,43661,21193,2357,52.08335,8412.7026459,85459,90746,186745,211154,29,628527,869211,36568,6950.040381,1297232,76,43.09,73.65,100.33,NA
2025-2026,July,05,BIHAR,0514,SITAMARHI,3882663,250.604788501362,30,160,4360.15677660998,6025,14,48525,3143259,692533,90402,17819,2799,40.9074,12278.22174561,102775,113041,274671,333641,21,794801,987899,54550,7877.15756900002,1814265,81,48.27,59.18,100.92,NA
2025-2026,July,05,BIHAR,0516,VAISHALI,3930126,240.252810495776,30,97,5047.62797440499,10615,12,44046,3990634,705753,63783,28459,1840,69.06946,14704.307776005,130960,133685,278323,291171,7,822047,850745,54661,9587.6103416,2382561,85,71.98,67,100.7,NA
2025-2026,July,05,BIHAR,0525,KHAGARIA,930349,242.516982245402,31,17,1199.258226907,2423,0,19927,1119541,129671,20353,4896,418,27.85989,3942.195165107,35546,36497,102555,114179,3,370922,445416,22350,2715.0770482,727713,85,18.16,27.28,101.1,NA
2025-2026,July,05,BIHAR,0526,MUNGER,3112312,244.451869261719,36,296,3131.885289493,2100,5,14084,3070715,325232,18893,84319,4280,33.4779,10671.783406693,85045,91760,136097,159707,14,249081,292650,16184,7506.4202172,1589371,56,56.67,70.88,100.03,NA
2025-2026,July,05,BIHAR,0541,ARARIA,2955541,252.832818290181,31,113,4800.973370615,10886,7,41592,3401016,244602,49002,23306,4829,55.09427,13454.952243915,106349,123508,278362,374197,38,732965,1008023,52478,8598.88460329999,2164672,79,18.59,24.47,100.03,NA
2025-2026,July,05,BIHAR,0545,BANKA ,2371296,238.038966381895,28,131,1870.349328664,4671,3,21303,2333802,358094,38177,85192,11917,29.13561,7454.843096864,81356,91525,171982,225087,7,520141,660399,25974,5555.3581582,1362920,71,57.63,76.81,100.75,NA
2025-2026,July,05,BIHAR,0550,JAMUI,4555116,244.200021018962,28,237,3557.43700929998,4527,1,22292,4799000,1082595,78846,204757,18427,56.98175,15333.577768,165891,195093,260681,349091,7,459769,626895,26819,11719.1590087,2637023,64,35.67,92.21,101.28,NA
2025-2026,July,05,BIHAR,0551,ARWAL,1083351,246.187388671602,28,154,1235.30559757,2139,1,9382,1400092,170810,16084,5970,604,21.76294,4703.91847137001,49135,53286,89925,103836,11,185257,212237,11521,3446.84993380001,737101,60,52.51,71.16,101.35,NA
2025-2026,July,05,BIHAR,0502,NALANDA,5130838,240.713550191843,37,379,4598.8284103,5068,1,29523,6065368,1460101,93886,14407,919,62.5802,19261.5712553,162941,179836,281479,347745,147,587105,803105,34591,14600.162645,3278843,39,38.82,73.95,100.13,NA
2025-2026,July,05,BIHAR,0505,AURANAGABAD,4153000,255.598255181518,32,166,2176.6578297,6032,2,28528,3878690,967707,102460,33843,2813,41.25389,12131.7756836,117693,129593,252235,320219,68,566030,728185,34560,9913.86396390002,2016398,53,42.46,75.17,100.17,NA
2025-2026,July,05,BIHAR,0507,GAYA,6656417,257.626435143947,28,292,4291.527086435,5081,8,53251,6816696,1746867,171331,52131,4126,66.97116,21920.109145835,237632,249132,463526,518143,20,1078875,1370221,58332,17561.6108994,3876371,38,52.36,89.45,100.77,NA
2025-2026,July,05,BIHAR,0509,SARAN,3801441,249.224362796331,34,85,3619.18357665399,5182,11,45542,4669088,532458,40152,62622,4617,34.52756,15290.215953054,135004,135559,289408,293513,9,714215,742975,50724,11636.5048164,2904515,76,30.28,67.28,100.53,NA
2025-2026,July,05,BIHAR,0513,PURBI CHAMPARAN,6243533,246.380887134919,32,216,6837.383475978,8372,15,76192,7452429,1108746,99916,116174,9617,71.12772,25269.871879278,228886,246886,466655,570288,45,1202984,1527465,84564,18361.3606833,4499451,71,49.64,57.83,100.61,NA
2025-2026,July,05,BIHAR,0515,MUZAFFARPUR,4863045,247.328137243704,33,232,4418.59015754601,1824,23,34667,5506759,943011,74596,64925,4277,136.01751,18174.372124746,166087,187778,322498,405076,46,913044,1174704,36491,13619.7644572,3062631,66,45.36,80.46,100.33,NA
2025-2026,July,05,BIHAR,0517,BEGUSARAI,1985944,260.339724019223,33,52,2017.6064453,5078,40,41121,2063006,141646,28729,2056,326,73.94883,7462.3794022,60870,65184,170646,213430,18,601556,759314,46199,5370.8241269,1401318,82,17.8,23.38,101.53,NA
2025-2026,July,05,BIHAR,0520,MADHUBANI,3343758,240.53284198605,29,165,2839.024176866,6699,12,59282,3517797,448658,63095,10209,1134,84.33831,11384.819586266,117836,128243,291516,362930,7,1069046,1439378,65981,8461.45709940002,2419135,86,26.07,45.75,101.44,NA
2025-2026,July,05,BIHAR,0522,MADHEPURA,2219575,246.146768651975,30,84,2758.47166112501,4633,10,28236,2219470,404694,52313,23911,2580,52.95235,8274.57769732501,73575,84421,181734,244735,24,494437,685694,32869,5463.1536862,1292048,85,34.7,59.03,100.11,NA
2025-2026,July,05,BIHAR,0523,PURNIA,3940087,253.528520985149,28,47,4642.88267870001,5397,11,40754,3064310,284302,43549,52006,8906,59.8354,12471.6179001,106776,120618,257899,346273,20,659557,902645,46151,7768.89982140001,1967219,87,34.8,39.08,100.46,NA
2025-2026,July,05,BIHAR,0526,MUNGER,3112312,244.233778265544,35,296,3085.674165493,2046,5,14091,3051551,323046,18889,84176,4280,33.4779,10572.070368493,84887,91585,136039,159641,14,248997,292562,16137,7452.918303,1578995,56,56.67,70.96,100.03,NA
2025-2026,July,05,BIHAR,0542,KISHANGANJ,2933027,251.201004273273,31,141,1412.4053461,6228,0,29136,3595605,251571,21516,70770,7265,32.26546,10476.8666758,112397,121497,203478,244028,80,374110,478977,35364,9032.19586970002,2478046,78,12.49,45.78,100.02,NA
2025-2026,July,05,BIHAR,0548,BUXAR ,2387070,247.457485946626,31,70,1487.461214868,3755,6,16128,2434113,576576,42170,78471,5512,25.11054,7535.96658976799,78057,81467,147344,160679,8,338843,367079,19883,6023.3948349,1267728,65,77.3,83.5,100.27,NA
2025-2026,July,05,BIHAR,0551,ARWAL,1083351,246.384064424528,28,154,1109.48644979,2058,1,9423,1387515,169711,16085,5906,604,21.76294,4549.86524128999,49103,53245,89922,103828,7,185231,212209,11481,3418.61585149999,729045,60,52.88,71.7,101.3,NA
2025-2026,July,05,BIHAR,0504,ROHTAS,3013613,245.33951061781,31,166,3062.135434078,2968,15,19845,3335716,705917,69032,43144,5011,58.09894,11304.063684078,104654,115181,209367,260442,58,471451,594243,22813,8183.82931,1482120,39,38.39,86.45,100.46,NA
2025-2026,July,05,BIHAR,0506,JEHANABAD,2452817,238.478422350333,40,194,1386.527648514,1833,5,9843,3822978,1151928,52323,31255,1144,21.14676,10524.6520297143,94142,113625,126001,168378,140,230991,309262,11676,9116.97762120031,2096509,44,29.07,92.5,100.28,NA
2025-2026,July,05,BIHAR,0511,GOPALGANJ,2009413,258.995649337543,35,122,2041.88562828299,4088,4,18042,1986771,223973,21572,83360,6452,24.25005,7211.78613058299,56427,60354,124553,149258,25,347932,408401,22130,5145.6504523,1128836,48,42.31,63.04,100.02,NA
2025-2026,July,05,BIHAR,0514,SITAMARHI,3882663,249.645960901162,30,162,4287.63421060999,5447,14,49067,3140349,688257,90435,17796,2800,40.9074,12168.29604731,103170,113449,275023,334033,21,794791,987887,54514,7839.75443670002,1813773,81,47.92,58.8,100.92,NA
2025-2026,July,05,BIHAR,0520,MADHUBANI,3343758,240.579194768162,30,166,3290.629546544,6965,12,59883,3652712,461249,63263,10552,1137,84.33831,12162.632973344,120236,131027,292773,364673,7,1069100,1439436,66848,8787.66511680003,2515325,86,25.96,45.48,101.44,NA
2025-2026,July,05,BIHAR,0521,SAHARSA,6527864,251.866014116512,32,161,2379.439491802,4568,1,29204,6328617,826183,55174,16281,1157,52.10548,18371.180358402,192006,217253,296522,368936,29,519975,648479,33772,15939.6353866,3575092,87,30.01,90.53,100.07,NA
2025-2026,July,05,BIHAR,0522,MADHEPURA,2219575,245.86815045893,30,91,2943.561472385,5481,10,27599,2310265,422576,52335,25204,2580,52.95235,8676.71964858501,75069,86222,181940,245048,25,494481,685749,33080,5680.2058262,1345365,85,34.95,59.13,100.11,NA
2025-2026,July,05,BIHAR,0526,MUNGER,3112312,244.372411744784,36,296,3115.709277293,2100,5,14081,3067949,324711,18893,84303,4280,33.4779,10646.408139693,85027,91740,136090,159701,14,249073,292641,16181,7497.2209624,1587881,56,56.67,70.88,100.03,NA
2025-2026,July,05,BIHAR,0501,PATNA,2803371,248.549364801537,31,169,365.348909514,3850,4,30089,3056037,439622,44534,12965,1221,53.74618,8014.85564111394,97844,101723,221102,244773,11,737762,812050,33939,7595.76055159994,1642112,56,37.84,61.88,100.8,NA
2025-2026,July,05,BIHAR,0506,JEHANABAD,2452817,238.862485801502,40,194,53.839770284,1623,5,10033,3810260,1149394,52326,31158,1144,19.4509,9174.57242178429,94120,113603,125993,168365,138,230932,309194,11656,9101.28175150029,2089263,44,29.11,92.87,100.27,NA
2025-2026,July,05,BIHAR,0512,PASHCHIM CHAMPARAN,3420209,252.23670027859,27,176,124.438624,4502,8,36742,3216914,295176,37195,279654,30669,67.96548,8306.64182840001,116020,133137,286247,369259,38,813822,1022363,41244,8114.23772440001,1746981,53,36.3,61.39,102.05,NA
2025-2026,July,05,BIHAR,0521,SAHARSA,6527864,242.655403552153,31,157,234.6938175,3140,1,30243,5831675,759279,55077,14898,1158,52.10548,14437.6738026,186439,210566,296160,368478,21,519892,648372,33383,14150.8745051,3299255,87,29.41,90.07,100.04,NA
2025-2026,July,05,BIHAR,0527,BHAGALPUR,2716049,263.253775972944,32,122,71.23121,3080,4,32815,3264936,510231,38621,132458,9264,57.33942,8723.63793310001,101933,115245,196959,246476,36,528476,738962,35895,8595.06730310001,1756220,80,56.35,67.91,101.45,NA
2025-2026,July,05,BIHAR,0545,BANKA ,2371296,235.857049081418,28,132,124.5206792,3443,3,22453,2290541,357603,38194,85228,11922,29.13561,5556.0586998,81611,91796,172097,225225,4,519910,660119,25896,5402.4024106,1336828,71,58.73,78.27,100.7,NA
2025-2026,July,05,BIHAR,0549,KAIMUR (BHABUA),2201101,249.263911034934,30,421,48.61289,1370,1,13945,2290000,579957,58940,124783,11091,34.56299,5791.3194427,76221,87073,156151,205361,15,332208,427979,15315,5708.1435627,1105803,39,66.18,88.22,100.28,NA
2025-2026,July,05,BIHAR,0551,ARWAL,1083351,245.857698613326,27,152,72.7286,1800,1,9609,1346171,164453,16045,5858,604,20.8607,3403.25434,48590,52670,89749,103644,7,185227,212204,11409,3309.66504,707285,60,52.64,71.8,101.27,NA
2025-2026,July,05,BIHAR,0510,SIWAN,2420839,249.820507971262,35,137,2328.1609351,6074,11,25302,2738462,452930,36807,190396,13360,70.4959,9239.89651409998,78075,80332,175996,192143,26,470028,549114,31376,6841.23967899999,1705805,81,41.7,63.29,100.8,NA
2025-2026,July,05,BIHAR,0515,MUZAFFARPUR,4863045,247.629633940784,32,232,4193.76959904601,1805,23,34652,5450976,932274,74532,63967,4276,136.01751,17828.019024046,165264,186822,322354,404853,42,913022,1174676,36457,13498.231915,3030625,66,45.32,80.46,100.33,NA
2025-2026,July,05,BIHAR,0516,VAISHALI,3930126,237.728927625255,29,85,4333.18297120299,9584,12,44413,3675329,635762,63308,25854,1823,69.06946,13139.572649603,124505,127072,275916,288675,6,821929,850600,53997,8737.3202184,2193424,85,71.01,66.72,100.64,NA
2025-2026,July,05,BIHAR,0523,PURNIA,3940087,254.011447942129,28,47,4611.82020890001,5114,11,40927,3029465,280125,43516,50092,8892,59.8354,12366.8435203,106190,119921,257742,346024,19,659506,902568,46041,7695.18791140001,1944815,87,34.81,39.18,100.46,NA
2025-2026,July,05,BIHAR,0543,SHEOHAR,919207,248.289939868421,31,13,1056.048327709,1384,0,12269,980849,148118,14856,771,95,4.7229,3496.12062000901,31339,38964,69393,97835,25,161941,215790,13653,2435.34939230001,532338,73,54.05,61.14,100.75,NA
2025-2026,July,05,BIHAR,0544,SUPAUL,2187849,257.541350367918,35,96,1480.673418297,8476,7,22057,2630883,459338,67652,10307,1693,38.55622,8294.841243097,74475,93196,183178,273047,55,538893,800018,30533,6775.6116048,1599122,80,11.82,32.13,100,NA
2025-2026,July,05,BIHAR,0547,Sheikhpura ,927177,239.098769511571,30,184,684.139218645,969,5,7199,895238,131751,14611,4346,298,16.81817,2841.460430845,29102,30359,62098,69035,6,140683,153227,8168,2140.5030422,488426,54,26.49,73.88,100.79,NA
2025-2026,July,05,BIHAR,0549,KAIMUR (BHABUA),2201101,249.477497888421,30,434,1595.046724444,1428,1,13931,2392759,607171,59029,128943,11104,34.56299,7599.004998144,77294,88378,156466,205748,22,332272,428050,15359,5969.3952837,1156635,39,66.3,88.2,100.37,NA
2025-2026,July,05,BIHAR,0550,JAMUI,4555116,243.472537436792,28,237,2145.15029389999,4018,1,22750,4763429,1078792,78832,203764,18427,56.98175,13799.7734992,165465,194565,260601,349005,4,459736,626894,26768,11597.6414553,2615053,64,35.7,92.49,101.29,NA
2025-2026,July,05,BIHAR,0502,NALANDA,5130838,241.455467554483,37,379,6247.62689052399,6167,1,28139,6110721,1468232,93831,14442,918,62.5802,21064.877052024,163128,180076,281380,347610,151,586767,802394,34306,14754.6699615,3304779,39,38.8,73.63,100.14,NA
2025-2026,July,05,BIHAR,0516,VAISHALI,3930126,239.650965518811,30,97,5064.25258640699,10697,12,44037,4042117,714882,63872,28925,1840,69.06946,14820.294464307,131886,134648,278606,291467,11,822072,850772,54734,9686.9724179,2413338,85,71.98,66.88,100.69,NA
2025-2026,July,05,BIHAR,0549,KAIMUR (BHABUA),2201101,250.114779598218,31,438,1944.967288592,1731,1,13667,2478156,627220,59091,134369,11118,34.56299,8177.764696092,78096,89407,156614,205942,26,332349,428140,15398,6198.2344175,1198762,39,66.41,88.06,100.4,NA
2025-2026,July,05,BIHAR,0501,PATNA,2803371,249.378448602477,33,168,3546.73055366999,4722,4,29312,3311395,476265,44634,13904,1223,54.33302,11858.96905177,100309,104330,221688,245410,14,737921,812229,34034,8257.90547809999,1779099,56,38.41,62.11,101.14,NA
2025-2026,July,05,BIHAR,0527,BHAGALPUR,2716049,258.872649375892,36,133,2410.7774439,4784,4,31609,3943876,611494,38973,157545,9326,57.59304,12677.9867732,107523,121925,198573,248596,44,528771,739314,36393,10209.6162893,2124815,79,55.47,67.22,101.47,NA
2025-2026,July,05,BIHAR,0545,BANKA ,2371296,238.485340089581,28,131,1862.679348864,5082,3,20923,2346470,357838,38166,85396,11917,29.13561,7487.80191846399,81291,91471,171929,225032,9,520215,660482,26005,5595.98695959999,1370791,71,57.42,76.39,100.75,NA
